model_name,model_label,layer,max_layer,relative_layer,alignment,target_layer,is_target_layer
qwen25_32b,Qwen2.5 32B,0,63,0.0,0.5690816943941834,43,False
qwen25_32b,Qwen2.5 32B,1,63,0.015873015873015872,0.49777018710549453,43,False
qwen25_32b,Qwen2.5 32B,2,63,0.031746031746031744,0.46594273096709843,43,False
qwen25_32b,Qwen2.5 32B,3,63,0.047619047619047616,0.4873484229138946,43,False
qwen25_32b,Qwen2.5 32B,4,63,0.06349206349206349,0.06493529278392438,43,False
qwen25_32b,Qwen2.5 32B,5,63,0.07936507936507936,0.6887482191300137,43,False
qwen25_32b,Qwen2.5 32B,6,63,0.09523809523809523,0.6463326924092898,43,False
qwen25_32b,Qwen2.5 32B,7,63,0.1111111111111111,0.5540858799309654,43,False
qwen25_32b,Qwen2.5 32B,8,63,0.12698412698412698,0.0632175278487926,43,False
qwen25_32b,Qwen2.5 32B,9,63,0.14285714285714285,0.006811733628246466,43,False
qwen25_32b,Qwen2.5 32B,10,63,0.15873015873015872,0.11540758984018513,43,False
qwen25_32b,Qwen2.5 32B,11,63,0.1746031746031746,0.14360085622227708,43,False
qwen25_32b,Qwen2.5 32B,12,63,0.19047619047619047,0.16489502831742975,43,False
qwen25_32b,Qwen2.5 32B,13,63,0.20634920634920634,0.28675185625022614,43,False
qwen25_32b,Qwen2.5 32B,14,63,0.2222222222222222,0.3079932142497977,43,False
qwen25_32b,Qwen2.5 32B,15,63,0.23809523809523808,0.3534603798233802,43,False
qwen25_32b,Qwen2.5 32B,16,63,0.25396825396825395,0.35793858212704766,43,False
qwen25_32b,Qwen2.5 32B,17,63,0.2698412698412698,0.3216196700872518,43,False
qwen25_32b,Qwen2.5 32B,18,63,0.2857142857142857,0.3263703734264008,43,False
qwen25_32b,Qwen2.5 32B,19,63,0.30158730158730157,0.2531392606358759,43,False
qwen25_32b,Qwen2.5 32B,20,63,0.31746031746031744,0.24935748022106435,43,False
qwen25_32b,Qwen2.5 32B,21,63,0.3333333333333333,0.23324063590051333,43,False
qwen25_32b,Qwen2.5 32B,22,63,0.3492063492063492,0.28994792694847715,43,False
qwen25_32b,Qwen2.5 32B,23,63,0.36507936507936506,0.34781771473518797,43,False
qwen25_32b,Qwen2.5 32B,24,63,0.38095238095238093,0.3858601755275468,43,False
qwen25_32b,Qwen2.5 32B,25,63,0.3968253968253968,0.39289772645415444,43,False
qwen25_32b,Qwen2.5 32B,26,63,0.4126984126984127,0.3822586075938437,43,False
qwen25_32b,Qwen2.5 32B,27,63,0.42857142857142855,0.3746130929323096,43,False
qwen25_32b,Qwen2.5 32B,28,63,0.4444444444444444,0.2684262829763585,43,False
qwen25_32b,Qwen2.5 32B,29,63,0.4603174603174603,0.2929239255753087,43,False
qwen25_32b,Qwen2.5 32B,30,63,0.47619047619047616,0.17373808340421207,43,False
qwen25_32b,Qwen2.5 32B,31,63,0.49206349206349204,0.029695550729271696,43,False
qwen25_32b,Qwen2.5 32B,32,63,0.5079365079365079,0.3811309958510912,43,False
qwen25_32b,Qwen2.5 32B,33,63,0.5238095238095238,0.340448411827759,43,False
qwen25_32b,Qwen2.5 32B,34,63,0.5396825396825397,0.21908785883391346,43,False
qwen25_32b,Qwen2.5 32B,35,63,0.5555555555555556,0.077776912040961,43,False
qwen25_32b,Qwen2.5 32B,36,63,0.5714285714285714,0.09589682469964525,43,False
qwen25_32b,Qwen2.5 32B,37,63,0.5873015873015873,0.21550805867375408,43,False
qwen25_32b,Qwen2.5 32B,38,63,0.6031746031746031,0.30526556696202234,43,False
qwen25_32b,Qwen2.5 32B,39,63,0.6190476190476191,0.3480346248972945,43,False
qwen25_32b,Qwen2.5 32B,40,63,0.6349206349206349,0.5130863260096337,43,False
qwen25_32b,Qwen2.5 32B,41,63,0.6507936507936508,0.6560965262193471,43,False
qwen25_32b,Qwen2.5 32B,42,63,0.6666666666666666,0.7256773888398869,43,False
qwen25_32b,Qwen2.5 32B,43,63,0.6825396825396826,0.7313447450839207,43,True
qwen25_32b,Qwen2.5 32B,44,63,0.6984126984126984,0.7395710894638241,43,False
qwen25_32b,Qwen2.5 32B,45,63,0.7142857142857143,0.7200756437233369,43,False
qwen25_32b,Qwen2.5 32B,46,63,0.7301587301587301,0.6919433741855838,43,False
qwen25_32b,Qwen2.5 32B,47,63,0.746031746031746,0.683856587341481,43,False
